miRNA	lncRNA
hsa-miR-423-5p	PP7080
hsa-miR-423-5p	AC021078.1
hsa-miR-423-5p	CTC-338M12.4
hsa-miR-423-5p	CTC-338M12.4
hsa-miR-423-5p	RNF216P1
hsa-miR-423-5p	LINC02604
hsa-miR-423-5p	LINC02604
hsa-miR-423-5p	LINC02604
hsa-miR-423-5p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-423-5p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-423-5p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-423-5p	AC069281.2
hsa-miR-423-5p	AC069281.2
hsa-miR-423-5p	AC069281.2
hsa-miR-423-5p	AC016831.6
hsa-miR-423-5p	AC016831.6
hsa-miR-423-5p	LINC-PINT
hsa-miR-423-5p	AC016831.6
hsa-miR-423-5p	LINC-PINT
hsa-miR-423-5p	AC016831.6
hsa-miR-423-5p	PVT1
hsa-miR-423-5p	EBLN3P
hsa-miR-423-5p	EBLN3P
hsa-miR-423-5p	AL355987.4
hsa-miR-423-5p	AL355987.4
hsa-miR-423-5p	H19
hsa-miR-423-5p	H19
hsa-miR-423-5p	KCNQ1OT1
hsa-miR-423-5p	KCNQ1OT1
hsa-miR-423-5p	KCNQ1OT1
hsa-miR-423-5p	KCNQ1OT1
hsa-miR-423-5p	KCNQ1OT1
hsa-miR-423-5p	KCNQ1OT1
hsa-miR-423-5p	KCNQ1OT1
hsa-miR-423-5p	KCNQ1OT1
hsa-miR-423-5p	NEAT1
hsa-miR-423-5p	AP002761.3
hsa-miR-423-5p	PXN-AS1
hsa-miR-423-5p	AC026362.1
hsa-miR-423-5p	AC026362.1
hsa-miR-423-5p	AC026362.1
hsa-miR-423-5p	AC131212.3
hsa-miR-423-5p	AC131212.3
hsa-miR-423-5p	PAN3-AS1
hsa-miR-423-5p	MEG3
hsa-miR-423-5p	MEG3
hsa-miR-423-5p	MEG3
hsa-miR-423-5p	AL049840.5
hsa-miR-423-5p	AC020658.6
hsa-miR-423-5p	AC020658.6
hsa-miR-423-5p	AC020661.1
hsa-miR-423-5p	ERVK13-1
hsa-miR-423-5p	ERVK13-1
hsa-miR-423-5p	AC009133.5
hsa-miR-423-5p	AC135048.1
hsa-miR-423-5p	LINC02179
hsa-miR-423-5p	AC018553.1
hsa-miR-423-5p	AC018553.1
hsa-miR-423-5p	AC018553.1
hsa-miR-423-5p	AC027796.4
hsa-miR-423-5p	AC016876.2
hsa-miR-423-5p	AC016876.2
hsa-miR-423-5p	AC016876.2
hsa-miR-423-5p	AC005562.1
hsa-miR-423-5p	AC004687.1
hsa-miR-423-5p	SNHG20
hsa-miR-423-5p	MIR23AHG
hsa-miR-423-5p	AC008738.7
hsa-miR-423-5p	MIR663AHG
hsa-miR-423-5p	MIR663AHG
hsa-miR-423-5p	MIR663AHG
hsa-miR-423-5p	MIF-AS1
hsa-miR-423-5p	MIF-AS1
hsa-miR-423-5p	Z95115.1
hsa-miR-423-5p	MIRLET7BHG
hsa-miR-423-5p	MIRLET7BHG
hsa-miR-423-5p	XIST
hsa-miR-423-5p	XIST
hsa-miR-424-5p	AL645608.2
hsa-miR-424-5p	MRPL20-AS1
hsa-miR-424-5p	AL031282.2
hsa-miR-424-5p	AL031282.2
hsa-miR-424-5p	AL031282.2
hsa-miR-424-5p	MIR34AHG
hsa-miR-424-5p	MIR34AHG
hsa-miR-424-5p	FLJ37453
hsa-miR-424-5p	LINC00339
hsa-miR-424-5p	LINC00339
hsa-miR-424-5p	SNHG12
hsa-miR-424-5p	AL139260.2
hsa-miR-424-5p	AL691459.1
hsa-miR-424-5p	LINC01140
hsa-miR-424-5p	LINC01140
hsa-miR-424-5p	LINC01140
hsa-miR-424-5p	MIR29B2CHG
hsa-miR-424-5p	MIR29B2CHG
hsa-miR-424-5p	MIR29B2CHG
hsa-miR-424-5p	MIR29B2CHG
hsa-miR-424-5p	MIR29B2CHG
hsa-miR-424-5p	MIR4435-2HG
hsa-miR-424-5p	MIR4435-2HG
hsa-miR-424-5p	MIR4435-2HG
hsa-miR-424-5p	PAX8-AS1
hsa-miR-424-5p	PAX8-AS1
hsa-miR-424-5p	AC005540.1
hsa-miR-424-5p	AC005540.1
hsa-miR-424-5p	AC005540.1
hsa-miR-424-5p	AC005540.1
hsa-miR-424-5p	AC005540.1
hsa-miR-424-5p	THUMPD3-AS1
hsa-miR-424-5p	FGD5-AS1
hsa-miR-424-5p	SH3BP5-AS1
hsa-miR-424-5p	SH3BP5-AS1
hsa-miR-424-5p	SH3BP5-AS1
hsa-miR-424-5p	SH3BP5-AS1
hsa-miR-424-5p	LINC02035
hsa-miR-424-5p	AC105345.1
hsa-miR-424-5p	AC116049.1
hsa-miR-424-5p	SLC9A3-AS1
hsa-miR-424-5p	SLC9A3-AS1
hsa-miR-424-5p	AC106744.2
hsa-miR-424-5p	AC093297.2
hsa-miR-424-5p	LINC01184
hsa-miR-424-5p	AC021078.1
hsa-miR-424-5p	RNF216P1
hsa-miR-424-5p	RNF216P1
hsa-miR-424-5p	RNF216P1
hsa-miR-424-5p	RNF216P1
hsa-miR-424-5p	AC003092.1
hsa-miR-424-5p	AC079781.5
hsa-miR-424-5p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-424-5p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-424-5p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-424-5p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-424-5p	AC069281.2
hsa-miR-424-5p	AC069281.2
hsa-miR-424-5p	AC069281.2
hsa-miR-424-5p	WASL-DT
hsa-miR-424-5p	AP003472.2
hsa-miR-424-5p	STX17-AS1
hsa-miR-424-5p	STX17-AS1
hsa-miR-424-5p	AL731537.2
hsa-miR-424-5p	AL731537.2
hsa-miR-424-5p	LINC02641
hsa-miR-424-5p	LINC02641
hsa-miR-424-5p	EDRF1-DT
hsa-miR-424-5p	AL158835.3
hsa-miR-424-5p	KCNQ1OT1
hsa-miR-424-5p	KCNQ1OT1
hsa-miR-424-5p	KCNQ1OT1
hsa-miR-424-5p	KCNQ1OT1
hsa-miR-424-5p	KCNQ1OT1
hsa-miR-424-5p	KCNQ1OT1
hsa-miR-424-5p	KCNQ1OT1
hsa-miR-424-5p	KCNQ1OT1
hsa-miR-424-5p	KCNQ1OT1
hsa-miR-424-5p	KCNQ1OT1
hsa-miR-424-5p	KCNQ1OT1
hsa-miR-424-5p	KCNQ1OT1
hsa-miR-424-5p	NEAT1
hsa-miR-424-5p	NEAT1
hsa-miR-424-5p	NEAT1
hsa-miR-424-5p	AC004803.1
hsa-miR-424-5p	AC004803.1
hsa-miR-424-5p	C1RL-AS1
hsa-miR-424-5p	C1RL-AS1
hsa-miR-424-5p	C1RL-AS1
hsa-miR-424-5p	C1RL-AS1
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	HELLPAR
hsa-miR-424-5p	LINC00943
hsa-miR-424-5p	AL121768.1
hsa-miR-424-5p	MEG8
hsa-miR-424-5p	AL117190.1
hsa-miR-424-5p	GABPB1-AS1
hsa-miR-424-5p	GABPB1-AS1
hsa-miR-424-5p	GABPB1-AS1
hsa-miR-424-5p	AC020978.7
hsa-miR-424-5p	AC020978.7
hsa-miR-424-5p	AC020978.7
hsa-miR-424-5p	AC004943.2
hsa-miR-424-5p	AC004943.2
hsa-miR-424-5p	AC004943.2
hsa-miR-424-5p	AC004943.2
hsa-miR-424-5p	AC004943.2
hsa-miR-424-5p	AC004943.2
hsa-miR-424-5p	AC004943.2
hsa-miR-424-5p	AC004943.2
hsa-miR-424-5p	AC025287.1
hsa-miR-424-5p	AC092127.1
hsa-miR-424-5p	MIR497HG
hsa-miR-424-5p	MIR497HG
hsa-miR-424-5p	AC005562.1
hsa-miR-424-5p	AC005562.1
hsa-miR-424-5p	AC091059.2
hsa-miR-424-5p	AC018628.1
hsa-miR-424-5p	AC018628.1
hsa-miR-424-5p	SNHG25
hsa-miR-424-5p	SNHG16
hsa-miR-424-5p	SNHG16
hsa-miR-424-5p	AC111170.3
hsa-miR-424-5p	AC087741.1
hsa-miR-424-5p	AC087741.1
hsa-miR-424-5p	AC087741.1
hsa-miR-424-5p	AC011815.1
hsa-miR-424-5p	AC011815.1
hsa-miR-424-5p	AC024075.2
hsa-miR-424-5p	LINC00662
hsa-miR-424-5p	LINC00662
hsa-miR-424-5p	LINC00662
hsa-miR-424-5p	LINC00662
hsa-miR-424-5p	LINC00662
hsa-miR-424-5p	AC006504.5
hsa-miR-424-5p	AC006504.5
hsa-miR-424-5p	AC008555.6
hsa-miR-424-5p	AC021092.1
hsa-miR-424-5p	AC021092.1
hsa-miR-424-5p	AC005261.1
hsa-miR-424-5p	MZF1-AS1
hsa-miR-424-5p	AL117335.1
hsa-miR-424-5p	MCM3AP-AS1
hsa-miR-424-5p	MCM3AP-AS1
hsa-miR-424-5p	XIST
hsa-miR-424-5p	XIST
hsa-miR-424-5p	XIST
hsa-miR-424-5p	XIST
hsa-miR-424-5p	XIST
hsa-miR-424-5p	MIR503HG
hsa-miR-424-5p	LINC00894
hsa-miR-424-5p	AC010889.1
hsa-miR-425-5p	AC118553.1
hsa-miR-425-5p	MIR9-1HG
hsa-miR-425-5p	AL118511.1
hsa-miR-425-5p	AC005034.3
hsa-miR-425-5p	THUMPD3-AS1
hsa-miR-425-5p	CTBP1-DT
hsa-miR-425-5p	SNHG8
hsa-miR-425-5p	SNHG8
hsa-miR-425-5p	TRAF3IP2-AS1
hsa-miR-425-5p	TRAF3IP2-AS1
hsa-miR-425-5p	MAGI2-AS3
hsa-miR-425-5p	AC000120.1
hsa-miR-425-5p	AC100814.1
hsa-miR-425-5p	SNHG7
hsa-miR-425-5p	KCNQ1OT1
hsa-miR-425-5p	KCNQ1OT1
hsa-miR-425-5p	KCNQ1OT1
hsa-miR-425-5p	NEAT1
hsa-miR-425-5p	NEAT1
hsa-miR-425-5p	NEAT1
hsa-miR-425-5p	NEAT1
hsa-miR-425-5p	MALAT1
hsa-miR-425-5p	PSMA3-AS1
hsa-miR-425-5p	AC020978.7
hsa-miR-425-5p	AC099850.1
hsa-miR-425-5p	DLGAP1-AS1
hsa-miR-425-5p	MIR23AHG
hsa-miR-425-5p	LINC00662
hsa-miR-425-5p	AC079466.1
hsa-miR-425-5p	AC079466.1
hsa-miR-425-5p	AC016026.1
hsa-miR-425-5p	AC016026.1
hsa-miR-425-5p	XIST
hsa-miR-425-5p	XIST
hsa-miR-425-5p	LINC00893
hsa-miR-425-5p	LINC00893
hsa-miR-4262	SNHG12
hsa-miR-4262	LINC01748
hsa-miR-4262	LINC01748
hsa-miR-4262	LINC01748
hsa-miR-4262	AL390728.5
hsa-miR-4262	AC007744.1
hsa-miR-4262	AC007744.1
hsa-miR-4262	THUMPD3-AS1
hsa-miR-4262	THUMPD3-AS1
hsa-miR-4262	THUMPD3-AS1
hsa-miR-4262	AC112220.2
hsa-miR-4262	PP7080
hsa-miR-4262	MIR4458HG
hsa-miR-4262	MIR4458HG
hsa-miR-4262	NNT-AS1
hsa-miR-4262	AC021078.1
hsa-miR-4262	LINC00847
hsa-miR-4262	ZSCAN16-AS1
hsa-miR-4262	AL021368.2
hsa-miR-4262	AL021368.2
hsa-miR-4262	SNHG5
hsa-miR-4262	SNHG5
hsa-miR-4262	LINC02476
hsa-miR-4262	SNHG7
hsa-miR-4262	KCNQ1OT1
hsa-miR-4262	KCNQ1OT1
hsa-miR-4262	KCNQ1OT1
hsa-miR-4262	KCNQ1OT1
hsa-miR-4262	KCNQ1OT1
hsa-miR-4262	KCNQ1OT1
hsa-miR-4262	KCNQ1OT1
hsa-miR-4262	KCNQ1OT1
hsa-miR-4262	KCNQ1OT1
hsa-miR-4262	NEAT1
hsa-miR-4262	NEAT1
hsa-miR-4262	NEAT1
hsa-miR-4262	NEAT1
hsa-miR-4262	MALAT1
hsa-miR-4262	AC092747.4
hsa-miR-4262	AC144548.1
hsa-miR-4262	AC144548.1
hsa-miR-4262	MEG3
hsa-miR-4262	MEG3
hsa-miR-4262	SNHG14
hsa-miR-4262	SNHG14
hsa-miR-4262	AC124312.3
hsa-miR-4262	SNHG14
hsa-miR-4262	AC124312.3
hsa-miR-4262	SNHG14
hsa-miR-4262	SNHG14
hsa-miR-4262	SNHG14
hsa-miR-4262	SNHG14
hsa-miR-4262	OIP5-AS1
hsa-miR-4262	OIP5-AS1
hsa-miR-4262	OIP5-AS1
hsa-miR-4262	AC145207.5
hsa-miR-4262	LINC00667
hsa-miR-4262	LINC00667
hsa-miR-4262	IGFL2-AS1
hsa-miR-4262	DACT3-AS1
hsa-miR-4262	DACT3-AS1
hsa-miR-4262	DACT3-AS1
hsa-miR-4262	AL035458.2
hsa-miR-4262	NORAD
hsa-miR-4262	AL031666.3
hsa-miR-4262	MIR222HG
hsa-miR-4262	XIST
hsa-miR-4262	XIST
hsa-miR-4262	XIST
hsa-miR-4262	DANT2
hsa-miR-429	SLC16A1-AS1
hsa-miR-429	BOLA3-AS1
hsa-miR-429	AC105285.1
hsa-miR-429	AC105285.1
hsa-miR-429	RNF216P1
hsa-miR-429	RNF216P1
hsa-miR-429	AL353795.3
hsa-miR-429	KCNQ1OT1
hsa-miR-429	KCNQ1OT1
hsa-miR-429	KCNQ1OT1
hsa-miR-429	KCNQ1OT1
hsa-miR-429	KCNQ1OT1
hsa-miR-429	KCNQ1OT1
hsa-miR-429	KCNQ1OT1
hsa-miR-429	KCNQ1OT1
hsa-miR-429	NEAT1
hsa-miR-429	NEAT1
hsa-miR-429	NEAT1
hsa-miR-429	NEAT1
hsa-miR-429	MALAT1
hsa-miR-429	MALAT1
hsa-miR-429	MAPKAPK5-AS1
hsa-miR-429	AL138820.1
hsa-miR-429	AL138820.1
hsa-miR-429	AL049840.5
hsa-miR-429	SNHG14
hsa-miR-429	SNHG14
hsa-miR-429	SNHG14
hsa-miR-429	SNHG14
hsa-miR-429	SNHG14
hsa-miR-429	SNHG14
hsa-miR-429	SNHG14
hsa-miR-429	OIP5-AS1
hsa-miR-429	OIP5-AS1
hsa-miR-429	SNHG29
hsa-miR-429	AC132872.1
hsa-miR-429	SNHG22
hsa-miR-429	AC008555.6
hsa-miR-429	AC092295.2
hsa-miR-429	PCAT19
hsa-miR-429	PCAT19
hsa-miR-429	AC005261.1
hsa-miR-429	AC005261.1
hsa-miR-429	THAP7-AS1
hsa-miR-429	Z95331.1
hsa-miR-429	Z95331.1
hsa-miR-429	XIST
hsa-miR-429	XIST
hsa-miR-429	XIST
hsa-miR-429	Z83843.1
hsa-miR-4295	AL603839.3
hsa-miR-4295	DHCR24-DT
hsa-miR-4295	CCDC18-AS1
hsa-miR-4295	AL390066.1
hsa-miR-4295	THBS3-AS1
hsa-miR-4295	AL133243.2
hsa-miR-4295	ATP6V1B1-AS1
hsa-miR-4295	ATP6V1B1-AS1
hsa-miR-4295	FGD5-AS1
hsa-miR-4295	AC090948.2
hsa-miR-4295	AC116049.1
hsa-miR-4295	AC116049.1
hsa-miR-4295	CKMT2-AS1
hsa-miR-4295	HOXA11-AS
hsa-miR-4295	CASC19
hsa-miR-4295	AL158206.1
hsa-miR-4295	PRKCQ-AS1
hsa-miR-4295	LINC00839
hsa-miR-4295	H19
hsa-miR-4295	H19
hsa-miR-4295	NEAT1
hsa-miR-4295	NEAT1
hsa-miR-4295	NEAT1
hsa-miR-4295	NEAT1
hsa-miR-4295	MIR100HG
hsa-miR-4295	AC073857.1
hsa-miR-4295	AC108704.2
hsa-miR-4295	MIR17HG
hsa-miR-4295	MIR17HG
hsa-miR-4295	AL049840.5
hsa-miR-4295	SNHG14
hsa-miR-4295	SNHG14
hsa-miR-4295	SNHG14
hsa-miR-4295	SNHG14
hsa-miR-4295	SNHG14
hsa-miR-4295	SNHG14
hsa-miR-4295	SNHG14
hsa-miR-4295	SNHG14
hsa-miR-4295	SNHG14
hsa-miR-4295	AC135050.6
hsa-miR-4295	AC135050.6
hsa-miR-4295	LINC00667
hsa-miR-4295	MIR122HG
hsa-miR-4295	AC011503.2
hsa-miR-4295	AC021092.1
hsa-miR-4295	XIST
hsa-miR-4295	XIST
hsa-miR-4295	XIST
hsa-miR-4295	Z83843.1
hsa-miR-4306	SNHG3
hsa-miR-4306	LINC01123
hsa-miR-4306	LINC01123
hsa-miR-4306	HAGLR
hsa-miR-4306	AC005538.2
hsa-miR-4306	THUMPD3-AS1
hsa-miR-4306	THUMPD3-AS1
hsa-miR-4306	AC008040.1
hsa-miR-4306	AC008040.1
hsa-miR-4306	AC008040.1
hsa-miR-4306	AC008040.1
hsa-miR-4306	DANCR
hsa-miR-4306	SLC9A3-AS1
hsa-miR-4306	SLC9A3-AS1
hsa-miR-4306	AL136164.3
hsa-miR-4306	AL136164.3
hsa-miR-4306	AC005082.1
hsa-miR-4306	LINC02604
hsa-miR-4306	LINC02604
hsa-miR-4306	LINC02604
hsa-miR-4306	LINC02604
hsa-miR-4306	SND1-IT1
hsa-miR-4306	SND1-IT1
hsa-miR-4306	SND1-IT1
hsa-miR-4306	AL157392.3
hsa-miR-4306	AL157392.3
hsa-miR-4306	AL157392.3
hsa-miR-4306	AL157392.3
hsa-miR-4306	AL157392.3
hsa-miR-4306	NEAT1
hsa-miR-4306	NEAT1
hsa-miR-4306	MALAT1
hsa-miR-4306	AC073896.4
hsa-miR-4306	PCOTH
hsa-miR-4306	PCOTH
hsa-miR-4306	PCOTH
hsa-miR-4306	SNHG14
hsa-miR-4306	SNHG14
hsa-miR-4306	SNHG14
hsa-miR-4306	SNHG14
hsa-miR-4306	SNHG14
hsa-miR-4306	OIP5-AS1
hsa-miR-4306	AC141586.5
hsa-miR-4306	AC009133.5
hsa-miR-4306	AC130462.2
hsa-miR-4306	AC020978.7
hsa-miR-4306	AC020978.7
hsa-miR-4306	PDXDC2P-NPIPB14P
hsa-miR-4306	AC092127.1
hsa-miR-4306	AC092127.1
hsa-miR-4306	AC092127.1
hsa-miR-4306	AC092127.1
hsa-miR-4306	AC092384.3
hsa-miR-4306	LINC02693
hsa-miR-4306	LINC02693
hsa-miR-4306	AC125257.1
hsa-miR-4306	AC015813.6
hsa-miR-4306	AC015813.6
hsa-miR-4306	AC015813.6
hsa-miR-4306	AC018628.1
hsa-miR-4306	AC018628.1
hsa-miR-4306	UCA1
hsa-miR-4306	UCA1
hsa-miR-4306	UCA1
hsa-miR-4306	TMEM147-AS1
hsa-miR-4306	AC021092.1
hsa-miR-4306	AC021092.1
hsa-miR-4306	AC021092.1
hsa-miR-4306	AC021092.1
hsa-miR-4306	AC021092.1
hsa-miR-4306	AC021092.1
hsa-miR-4306	AC021092.1
hsa-miR-4306	AC021092.1
hsa-miR-4306	AC021092.1
hsa-miR-4306	IGFL2-AS1
hsa-miR-4306	AC073548.1
hsa-miR-4306	AC073548.1
hsa-miR-4306	AC073548.1
hsa-miR-4306	MIR663AHG
hsa-miR-4306	MIR663AHG
hsa-miR-4306	MIR663AHG
hsa-miR-4306	AC016026.1
hsa-miR-4306	AC016026.1
hsa-miR-4306	AC000068.1
hsa-miR-4306	GUSBP11
hsa-miR-4306	MIAT
hsa-miR-4306	MIAT
hsa-miR-4306	AL022328.4
hsa-miR-4306	INE1
hsa-miR-4306	XIST
hsa-miR-4306	XIST
hsa-miR-4306	XIST
hsa-miR-431-5p	LINC01355
hsa-miR-431-5p	AC009506.1
hsa-miR-431-5p	GATA2-AS1
hsa-miR-431-5p	GATA2-AS1
hsa-miR-431-5p	HCG11
hsa-miR-431-5p	HCG11
hsa-miR-431-5p	AL391807.1
hsa-miR-431-5p	AC000120.1
hsa-miR-431-5p	AC234917.1
hsa-miR-431-5p	LINC00963
hsa-miR-431-5p	AL355987.2
hsa-miR-431-5p	AL161891.1
hsa-miR-431-5p	AL161891.1
hsa-miR-431-5p	LINC01572
hsa-miR-431-5p	AC005722.3
hsa-miR-431-5p	AC006141.1
hsa-miR-431-5p	DSCAM-AS1
hsa-miR-431-5p	AL031595.3
hsa-miR-431-5p	AL031595.3
hsa-miR-431-5p	AL031595.3
hsa-miR-431-5p	NUP50-DT
hsa-miR-4319	AL162258.1
hsa-miR-4319	MIR4435-2HG
hsa-miR-4319	MIR4435-2HG
hsa-miR-4319	MIR4435-2HG
hsa-miR-4319	PAX8-AS1
hsa-miR-4319	PAX8-AS1
hsa-miR-4319	PAX8-AS1
hsa-miR-4319	PAX8-AS1
hsa-miR-4319	PAX8-AS1
hsa-miR-4319	DANCR
hsa-miR-4319	AC084082.1
hsa-miR-4319	AL359091.1
hsa-miR-4319	CCDC183-AS1
hsa-miR-4319	CCDC183-AS1
hsa-miR-4319	NEAT1
hsa-miR-4319	NEAT1
hsa-miR-4319	PXN-AS1
hsa-miR-4319	AC026362.1
hsa-miR-4319	AC026362.1
hsa-miR-4319	AC026362.1
hsa-miR-4319	AL137782.1
hsa-miR-4319	AL137782.1
hsa-miR-4319	SNHG14
hsa-miR-4319	SNHG14
hsa-miR-4319	SNHG14
hsa-miR-4319	Z92544.1
hsa-miR-4319	AC108134.2
hsa-miR-4319	AC022167.2
hsa-miR-4319	AC109460.3
hsa-miR-4319	AC109460.3
hsa-miR-4319	AC109460.3
hsa-miR-4319	SLX1B-SULT1A4
hsa-miR-4319	SLX1B-SULT1A4
hsa-miR-4319	SLX1B-SULT1A4
hsa-miR-4319	SLX1A-SULT1A3
hsa-miR-4319	SLX1A-SULT1A3
hsa-miR-4319	SLX1A-SULT1A3
hsa-miR-4319	AC104581.4
hsa-miR-4319	AC104581.4
hsa-miR-4319	AC006141.1
hsa-miR-4319	AC006141.1
hsa-miR-4319	AC018628.1
hsa-miR-4319	AC018628.1
hsa-miR-4319	AC007780.1
hsa-miR-4319	AC124283.3
hsa-miR-4319	AC124283.3
hsa-miR-4319	PARD6G-AS1
hsa-miR-4319	PARD6G-AS1
hsa-miR-4319	MIR23AHG
hsa-miR-4319	PCAT19
hsa-miR-4319	PCAT19
hsa-miR-4319	AC008750.4
hsa-miR-4319	SPACA6P-AS
hsa-miR-4319	MIAT
hsa-miR-4319	MIAT
hsa-miR-4319	LINC01521
hsa-miR-4319	MIRLET7BHG
hsa-miR-4319	INE1
hsa-miR-4319	XIST
hsa-miR-4319	XIST
hsa-miR-432-5p	LINC01106
hsa-miR-432-5p	LINC01116
hsa-miR-432-5p	LINC01116
hsa-miR-432-5p	RHOA-IT1
hsa-miR-432-5p	AC116351.1
hsa-miR-432-5p	AL513548.1
hsa-miR-432-5p	AL358933.1
hsa-miR-432-5p	RNF216P1
hsa-miR-432-5p	RNF216P1
hsa-miR-432-5p	LINC02587
hsa-miR-432-5p	CDK6-AS1
hsa-miR-432-5p	LINC02476
hsa-miR-432-5p	ARRDC1-AS1
hsa-miR-432-5p	AP006621.5
hsa-miR-432-5p	NEAT1
hsa-miR-432-5p	NEAT1
hsa-miR-432-5p	AC009133.5
hsa-miR-432-5p	AC007906.1
hsa-miR-432-5p	AC016876.2
hsa-miR-432-5p	AC016876.2
hsa-miR-432-5p	AC016876.2
hsa-miR-432-5p	AC016876.2
hsa-miR-432-5p	AC067852.2
hsa-miR-432-5p	AC067852.2
hsa-miR-432-5p	SNHG16
hsa-miR-432-5p	AL049539.1
hsa-miR-432-5p	ZFAS1
hsa-miR-432-5p	XIST
hsa-miR-432-5p	LINC00632
hsa-miR-433-3p	AL031428.1
hsa-miR-433-3p	LINC01355
hsa-miR-433-3p	LINC01355
hsa-miR-433-3p	GAS5
hsa-miR-433-3p	AC069277.1
hsa-miR-433-3p	AC069277.1
hsa-miR-433-3p	AC069277.1
hsa-miR-433-3p	CTBP1-DT
hsa-miR-433-3p	CTBP1-DT
hsa-miR-433-3p	AC107398.3
hsa-miR-433-3p	AC107398.3
hsa-miR-433-3p	AF131215.4
hsa-miR-433-3p	KCNQ1OT1
hsa-miR-433-3p	KCNQ1OT1
hsa-miR-433-3p	KCNQ1OT1
hsa-miR-433-3p	KCNQ1OT1
hsa-miR-433-3p	KCNQ1OT1
hsa-miR-433-3p	KCNQ1OT1
hsa-miR-433-3p	KCNQ1OT1
hsa-miR-433-3p	KCNQ1OT1
hsa-miR-433-3p	KCNQ1OT1
hsa-miR-433-3p	NEAT1
hsa-miR-433-3p	NEAT1
hsa-miR-433-3p	NEAT1
hsa-miR-433-3p	NEAT1
hsa-miR-433-3p	NEAT1
hsa-miR-433-3p	AC073530.1
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	HELLPAR
hsa-miR-433-3p	MEG8
hsa-miR-433-3p	MEG8
hsa-miR-433-3p	MEG8
hsa-miR-433-3p	AC090181.3
hsa-miR-433-3p	AC125257.1
hsa-miR-433-3p	IGFL2-AS1
hsa-miR-433-3p	LINC00261
hsa-miR-433-3p	NORAD
hsa-miR-433-3p	DSCAM-AS1
hsa-miR-433-3p	AC245060.5
hsa-miR-433-3p	MIRLET7BHG
hsa-miR-433-3p	XIST
hsa-miR-433-3p	XIST
hsa-miR-433-3p	XIST
hsa-miR-4424	DNAJC27-AS1
hsa-miR-4424	FGD5-AS1
hsa-miR-4424	AC021078.1
hsa-miR-4424	AC021078.1
hsa-miR-4424	HCG11
hsa-miR-4424	AC079781.5
hsa-miR-4424	AC024896.1
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	HELLPAR
hsa-miR-4424	LINC01089
hsa-miR-4424	SNHG14
hsa-miR-4424	SNHG14
hsa-miR-4424	SNHG14
hsa-miR-4424	SNHG14
