miRNA	lncRNA
hsa-miR-142-5p	HELLPAR
hsa-miR-142-5p	HELLPAR
hsa-miR-142-5p	HELLPAR
hsa-miR-142-5p	HELLPAR
hsa-miR-142-5p	HELLPAR
hsa-miR-142-5p	HELLPAR
hsa-miR-142-5p	HELLPAR
hsa-miR-142-5p	HELLPAR
hsa-miR-142-5p	SNHG14
hsa-miR-142-5p	SNHG14
hsa-miR-142-5p	SNHG14
hsa-miR-142-5p	SNHG14
hsa-miR-142-5p	SNHG14
hsa-miR-142-5p	OIP5-AS1
hsa-miR-142-5p	DNAAF4-CCPG1
hsa-miR-142-5p	AC087477.2
hsa-miR-142-5p	AC087477.2
hsa-miR-142-5p	AC087477.2
hsa-miR-142-5p	AC027020.2
hsa-miR-142-5p	CCDC144NL-AS1
hsa-miR-142-5p	AC092279.1
hsa-miR-142-5p	AC243964.4
hsa-miR-142-5p	MIR99AHG
hsa-miR-142-5p	MIR99AHG
hsa-miR-142-5p	XIST
hsa-miR-142-5p	XIST
hsa-miR-142-5p	XIST
hsa-miR-142-5p	Z83843.1
hsa-miR-143-3p	AC107398.3
hsa-miR-143-3p	AL590004.3
hsa-miR-143-3p	LINC02587
hsa-miR-143-3p	MAGI2-AS3
hsa-miR-143-3p	MAGI2-AS3
hsa-miR-143-3p	MAGI2-AS3
hsa-miR-143-3p	AC000123.3
hsa-miR-143-3p	AC010973.2
hsa-miR-143-3p	PVT1
hsa-miR-143-3p	PVT1
hsa-miR-143-3p	PVT1
hsa-miR-143-3p	PVT1
hsa-miR-143-3p	RHPN1-AS1
hsa-miR-143-3p	KCNQ1OT1
hsa-miR-143-3p	KCNQ1OT1
hsa-miR-143-3p	KCNQ1OT1
hsa-miR-143-3p	KCNQ1OT1
hsa-miR-143-3p	KCNQ1OT1
hsa-miR-143-3p	KCNQ1OT1
hsa-miR-143-3p	KCNQ1OT1
hsa-miR-143-3p	KCNQ1OT1
hsa-miR-143-3p	KCNQ1OT1
hsa-miR-143-3p	MALAT1
hsa-miR-143-3p	DNAAF4-CCPG1
hsa-miR-143-3p	CCDC144NL-AS1
hsa-miR-143-3p	CCDC144NL-AS1
hsa-miR-143-3p	LINC02693
hsa-miR-143-3p	LINC00482
hsa-miR-143-3p	LINC00667
hsa-miR-143-3p	UCA1
hsa-miR-143-3p	UCA1
hsa-miR-143-3p	UCA1
hsa-miR-143-3p	PCAT19
hsa-miR-143-3p	PCAT19
hsa-miR-143-3p	CARD8-AS1
hsa-miR-143-3p	AP000350.6
hsa-miR-144-3p	BX005019.1
hsa-miR-144-3p	BX005019.1
hsa-miR-144-3p	AC007744.1
hsa-miR-144-3p	THUMPD3-AS1
hsa-miR-144-3p	AC093010.2
hsa-miR-144-3p	HCG11
hsa-miR-144-3p	HCG11
hsa-miR-144-3p	EBLN3P
hsa-miR-144-3p	AC044784.1
hsa-miR-144-3p	NUTM2B-AS1
hsa-miR-144-3p	NUTM2B-AS1
hsa-miR-144-3p	OLMALINC
hsa-miR-144-3p	OLMALINC
hsa-miR-144-3p	PAUPAR
hsa-miR-144-3p	NEAT1
hsa-miR-144-3p	NEAT1
hsa-miR-144-3p	NEAT1
hsa-miR-144-3p	MALAT1
hsa-miR-144-3p	MIR17HG
hsa-miR-144-3p	MEG3
hsa-miR-144-3p	MEG3
hsa-miR-144-3p	MEG3
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	PWAR5
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	AC124312.3
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	AC124312.3
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	SNHG14
hsa-miR-144-3p	AC021483.2
hsa-miR-144-3p	AC022167.2
hsa-miR-144-3p	AC020978.6
hsa-miR-144-3p	ARHGAP27P1-BPTFP1-KPNA2P3
hsa-miR-144-3p	KCNJ2-AS1
hsa-miR-144-3p	KCNJ2-AS1
hsa-miR-144-3p	AC145207.5
hsa-miR-144-3p	LINC00662
hsa-miR-144-3p	AC005261.1
hsa-miR-144-3p	AC005261.1
hsa-miR-144-3p	NORAD
hsa-miR-144-3p	NORAD
hsa-miR-144-3p	NORAD
hsa-miR-144-3p	AL158055.1
hsa-miR-144-3p	XIST
hsa-miR-144-3p	XIST
hsa-miR-144-3p	XIST
hsa-miR-144-3p	DANT2
hsa-miR-144-5p	GAS5
hsa-miR-144-5p	AC124045.1
hsa-miR-144-5p	NEAT1
hsa-miR-144-5p	NEAT1
hsa-miR-144-5p	ANKRD10-IT1
hsa-miR-144-5p	SNHG14
hsa-miR-144-5p	SNHG14
hsa-miR-144-5p	SNHG14
hsa-miR-144-5p	AC016355.1
hsa-miR-144-5p	AC005261.1
hsa-miR-144-5p	DSCAM-AS1
hsa-miR-144-5p	XIST
hsa-miR-144-5p	FTX
hsa-miR-145-5p	AL031282.2
hsa-miR-145-5p	MIR4435-2HG
hsa-miR-145-5p	MIR4435-2HG
hsa-miR-145-5p	THAP9-AS1
hsa-miR-145-5p	CTC-338M12.4
hsa-miR-145-5p	CTC-338M12.4
hsa-miR-145-5p	OTUD6B-AS1
hsa-miR-145-5p	OTUD6B-AS1
hsa-miR-145-5p	AP003117.1
hsa-miR-145-5p	PVT1
hsa-miR-145-5p	PVT1
hsa-miR-145-5p	PVT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	KCNQ1OT1
hsa-miR-145-5p	SNHG1
hsa-miR-145-5p	MALAT1
hsa-miR-145-5p	AC006064.5
hsa-miR-145-5p	AC131212.3
hsa-miR-145-5p	MEG3
hsa-miR-145-5p	MEG3
hsa-miR-145-5p	AC091057.1
hsa-miR-145-5p	AC091057.1
hsa-miR-145-5p	OIP5-AS1
hsa-miR-145-5p	GABPB1-AS1
hsa-miR-145-5p	DNAAF4-CCPG1
hsa-miR-145-5p	DNAAF4-CCPG1
hsa-miR-145-5p	AC125257.1
hsa-miR-145-5p	AC125257.1
hsa-miR-145-5p	TBC1D3P1-DHX40P1
hsa-miR-145-5p	AC018628.1
hsa-miR-145-5p	AC090229.1
hsa-miR-145-5p	PTOV1-AS2
hsa-miR-145-5p	JPX
hsa-miR-145-5p	JPX
hsa-miR-146a-5p	AL365361.1
hsa-miR-146a-5p	AC107398.3
hsa-miR-146a-5p	AC107398.3
hsa-miR-146a-5p	TMEM161B-AS1
hsa-miR-146a-5p	MAGI2-AS3
hsa-miR-146a-5p	MAGI2-AS3
hsa-miR-146a-5p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-146a-5p	AL845472.1
hsa-miR-146a-5p	SNHG7
hsa-miR-146a-5p	KCNQ1OT1
hsa-miR-146a-5p	KCNQ1OT1
hsa-miR-146a-5p	KCNQ1OT1
hsa-miR-146a-5p	KCNQ1OT1
hsa-miR-146a-5p	KCNQ1OT1
hsa-miR-146a-5p	NEAT1
hsa-miR-146a-5p	NEAT1
hsa-miR-146a-5p	MALAT1
hsa-miR-146a-5p	AP000560.1
hsa-miR-146a-5p	AL445363.3
hsa-miR-146a-5p	AC018904.2
hsa-miR-146a-5p	AC104581.4
hsa-miR-146a-5p	AC125257.1
hsa-miR-146a-5p	SNHG16
hsa-miR-146a-5p	BAIAP2-DT
hsa-miR-146a-5p	AC008555.6
hsa-miR-146a-5p	AC243960.3
hsa-miR-146a-5p	ZNF337-AS1
hsa-miR-146a-5p	ZNF337-AS1
hsa-miR-146a-5p	XIST
hsa-miR-146b-5p	AL365361.1
hsa-miR-146b-5p	AC107398.3
hsa-miR-146b-5p	AC107398.3
hsa-miR-146b-5p	TMEM161B-AS1
hsa-miR-146b-5p	MAGI2-AS3
hsa-miR-146b-5p	MAGI2-AS3
hsa-miR-146b-5p	AL845472.1
hsa-miR-146b-5p	SNHG7
hsa-miR-146b-5p	KCNQ1OT1
hsa-miR-146b-5p	KCNQ1OT1
hsa-miR-146b-5p	KCNQ1OT1
hsa-miR-146b-5p	KCNQ1OT1
hsa-miR-146b-5p	KCNQ1OT1
hsa-miR-146b-5p	NEAT1
hsa-miR-146b-5p	NEAT1
hsa-miR-146b-5p	MALAT1
hsa-miR-146b-5p	AP000560.1
hsa-miR-146b-5p	AL445363.3
hsa-miR-146b-5p	AC018904.2
hsa-miR-146b-5p	AC104581.4
hsa-miR-146b-5p	AC125257.1
hsa-miR-146b-5p	SNHG16
hsa-miR-146b-5p	BAIAP2-DT
hsa-miR-146b-5p	AC008555.6
hsa-miR-146b-5p	AC243960.3
hsa-miR-146b-5p	ZNF337-AS1
hsa-miR-146b-5p	ZNF337-AS1
hsa-miR-146b-5p	XIST
hsa-miR-147a	LINC01409
hsa-miR-147a	AL049795.2
hsa-miR-147a	LINC01343
hsa-miR-147a	MIR137HG
hsa-miR-147a	MIR137HG
hsa-miR-147a	MIR29B2CHG
hsa-miR-147a	MIR29B2CHG
hsa-miR-147a	MIR29B2CHG
hsa-miR-147a	AC007681.1
hsa-miR-147a	AC005609.1
hsa-miR-147a	AL713998.1
hsa-miR-147a	AL355987.2
hsa-miR-147a	LMNTD2-AS1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	KCNQ1OT1
hsa-miR-147a	NEAT1
hsa-miR-147a	OIP5-AS1
hsa-miR-147a	AC099850.1
hsa-miR-147a	TBC1D3P1-DHX40P1
hsa-miR-147a	AC008895.1
hsa-miR-147a	DSCAM-AS1
hsa-miR-147a	AP001469.3
hsa-miR-147a	AP001469.3
hsa-miR-147a	AP001469.3
hsa-miR-147a	LINC00632
hsa-miR-147a	LINC00632
hsa-miR-147b	FLJ37453
hsa-miR-147b	HEIH
hsa-miR-147b	KCNQ1OT1
hsa-miR-147b	KCNQ1OT1
hsa-miR-147b	AP002748.4
hsa-miR-147b	MIR222HG
hsa-miR-147b	FIRRE
hsa-miR-148a-3p	AL645608.2
hsa-miR-148a-3p	AL603839.3
hsa-miR-148a-3p	DHCR24-DT
hsa-miR-148a-3p	AL162431.1
hsa-miR-148a-3p	AL162431.1
hsa-miR-148a-3p	ELF3-AS1
hsa-miR-148a-3p	AC012063.1
hsa-miR-148a-3p	AC079228.1
hsa-miR-148a-3p	AC079228.1
hsa-miR-148a-3p	SLC9A3-AS1
hsa-miR-148a-3p	CASC15
hsa-miR-148a-3p	CASC15
hsa-miR-148a-3p	HOXA11-AS
hsa-miR-148a-3p	AC100810.1
hsa-miR-148a-3p	CASC19
hsa-miR-148a-3p	NUTM2A-AS1
hsa-miR-148a-3p	H19
hsa-miR-148a-3p	KCNQ1OT1
hsa-miR-148a-3p	KCNQ1OT1
hsa-miR-148a-3p	KCNQ1OT1
hsa-miR-148a-3p	KCNQ1OT1
hsa-miR-148a-3p	KCNQ1OT1
hsa-miR-148a-3p	KCNQ1OT1
hsa-miR-148a-3p	KCNQ1OT1
hsa-miR-148a-3p	AC124798.1
hsa-miR-148a-3p	NEAT1
hsa-miR-148a-3p	NEAT1
hsa-miR-148a-3p	NEAT1
hsa-miR-148a-3p	NEAT1
hsa-miR-148a-3p	NEAT1
hsa-miR-148a-3p	NEAT1
hsa-miR-148a-3p	MIR100HG
hsa-miR-148a-3p	AC073611.1
hsa-miR-148a-3p	AC073896.4
hsa-miR-148a-3p	GAS6-AS1
hsa-miR-148a-3p	GAS6-AS1
hsa-miR-148a-3p	AL049840.5
hsa-miR-148a-3p	OIP5-AS1
hsa-miR-148a-3p	AC093525.8
hsa-miR-148a-3p	AC093525.8
hsa-miR-148a-3p	AC093525.8
hsa-miR-148a-3p	AC005899.5
hsa-miR-148a-3p	AC007780.1
hsa-miR-148a-3p	AC011933.2
hsa-miR-148a-3p	AC011933.2
hsa-miR-148a-3p	LINC00667
hsa-miR-148a-3p	TMEM147-AS1
hsa-miR-148a-3p	AC016629.3
hsa-miR-148a-3p	AC016629.3
hsa-miR-148a-3p	AC002470.2
hsa-miR-148a-3p	XIST
hsa-miR-148a-3p	Z68871.1
hsa-miR-148a-3p	Z68871.1
hsa-miR-148b-3p	AL645608.2
hsa-miR-148b-3p	AL603839.3
hsa-miR-148b-3p	DHCR24-DT
hsa-miR-148b-3p	AL162431.1
hsa-miR-148b-3p	AL162431.1
hsa-miR-148b-3p	ELF3-AS1
hsa-miR-148b-3p	AC012063.1
hsa-miR-148b-3p	AC079228.1
hsa-miR-148b-3p	AC079228.1
hsa-miR-148b-3p	SLC9A3-AS1
hsa-miR-148b-3p	CASC15
hsa-miR-148b-3p	CASC15
hsa-miR-148b-3p	HOXA11-AS
hsa-miR-148b-3p	AC100810.1
hsa-miR-148b-3p	CASC19
hsa-miR-148b-3p	NUTM2A-AS1
hsa-miR-148b-3p	H19
hsa-miR-148b-3p	KCNQ1OT1
hsa-miR-148b-3p	KCNQ1OT1
hsa-miR-148b-3p	KCNQ1OT1
hsa-miR-148b-3p	KCNQ1OT1
hsa-miR-148b-3p	KCNQ1OT1
hsa-miR-148b-3p	KCNQ1OT1
hsa-miR-148b-3p	KCNQ1OT1
hsa-miR-148b-3p	AC124798.1
hsa-miR-148b-3p	NEAT1
hsa-miR-148b-3p	NEAT1
hsa-miR-148b-3p	NEAT1
hsa-miR-148b-3p	NEAT1
hsa-miR-148b-3p	NEAT1
hsa-miR-148b-3p	NEAT1
hsa-miR-148b-3p	MIR100HG
hsa-miR-148b-3p	AC073611.1
hsa-miR-148b-3p	AC073896.4
hsa-miR-148b-3p	GAS6-AS1
hsa-miR-148b-3p	GAS6-AS1
hsa-miR-148b-3p	AL049840.5
hsa-miR-148b-3p	OIP5-AS1
hsa-miR-148b-3p	AC093525.8
hsa-miR-148b-3p	AC093525.8
hsa-miR-148b-3p	AC093525.8
hsa-miR-148b-3p	AC005899.5
hsa-miR-148b-3p	AC007780.1
hsa-miR-148b-3p	AC011933.2
hsa-miR-148b-3p	AC011933.2
hsa-miR-148b-3p	LINC00667
hsa-miR-148b-3p	TMEM147-AS1
hsa-miR-148b-3p	AC016629.3
hsa-miR-148b-3p	AC016629.3
hsa-miR-148b-3p	AC002470.2
hsa-miR-148b-3p	XIST
hsa-miR-148b-3p	Z68871.1
hsa-miR-148b-3p	Z68871.1
hsa-miR-149-5p	AL160006.1
hsa-miR-149-5p	AL160006.1
hsa-miR-149-5p	AL160006.1
hsa-miR-149-5p	SLC16A1-AS1
hsa-miR-149-5p	SLC16A1-AS1
hsa-miR-149-5p	MIR29B2CHG
hsa-miR-149-5p	MIR29B2CHG
hsa-miR-149-5p	AC074117.1
hsa-miR-149-5p	AC074117.1
hsa-miR-149-5p	BOLA3-AS1
hsa-miR-149-5p	PAX8-AS1
hsa-miR-149-5p	AC005538.2
hsa-miR-149-5p	AC022336.3
hsa-miR-149-5p	AC018648.1
hsa-miR-149-5p	ST7-OT4
hsa-miR-149-5p	ST7-OT4
hsa-miR-149-5p	LINC-PINT
hsa-miR-149-5p	AC016831.6
hsa-miR-149-5p	SBF2-AS1
hsa-miR-149-5p	SBF2-AS1
hsa-miR-149-5p	SBF2-AS1
hsa-miR-149-5p	NEAT1
hsa-miR-149-5p	MALAT1
hsa-miR-149-5p	AC125807.2
hsa-miR-149-5p	AC125807.2
hsa-miR-149-5p	AC012531.1
hsa-miR-149-5p	AC125603.2
hsa-miR-149-5p	AC125603.2
hsa-miR-149-5p	AC156455.1
hsa-miR-149-5p	AC131009.4
hsa-miR-149-5p	AC131009.4
hsa-miR-149-5p	ZFHX2-AS1
hsa-miR-149-5p	ZFHX2-AS1
hsa-miR-149-5p	ZFHX2-AS1
hsa-miR-149-5p	AL049840.4
hsa-miR-149-5p	AL049840.5
hsa-miR-149-5p	AC037198.1
hsa-miR-149-5p	AC037198.1
hsa-miR-149-5p	FBXL19-AS1
hsa-miR-149-5p	AC135048.1
hsa-miR-149-5p	AC009078.3
hsa-miR-149-5p	AC009078.3
hsa-miR-149-5p	AC016876.2
hsa-miR-149-5p	AC016876.2
hsa-miR-149-5p	SNHG29
hsa-miR-149-5p	AC005722.3
hsa-miR-149-5p	AC005722.3
hsa-miR-149-5p	AC127024.2
hsa-miR-149-5p	AC243964.4
hsa-miR-149-5p	AC007191.1
hsa-miR-149-5p	AC007191.1
hsa-miR-149-5p	A1BG-AS1
hsa-miR-149-5p	A1BG-AS1
hsa-miR-149-5p	NRSN2-AS1
hsa-miR-149-5p	AL035071.1
hsa-miR-149-5p	AL035458.2
hsa-miR-149-5p	MCM3AP-AS1
hsa-miR-149-5p	MCM3AP-AS1
hsa-miR-149-5p	MCM3AP-AS1
hsa-miR-149-5p	GUSBP11
hsa-miR-149-5p	GUSBP11
hsa-miR-149-5p	AL008721.2
hsa-miR-149-5p	AL008721.2
hsa-miR-149-5p	AL031587.5
hsa-miR-149-5p	Z97192.3
hsa-miR-149-5p	Z97192.3
hsa-miR-149-5p	Z97192.3
hsa-miR-149-5p	XIST
hsa-miR-149-5p	LINC00630
hsa-miR-149-5p	DANT2
hsa-miR-150-5p	PINK1-AS
hsa-miR-150-5p	PINK1-AS
hsa-miR-150-5p	PINK1-AS
hsa-miR-150-5p	SNHG12
hsa-miR-150-5p	WARS2-AS1
hsa-miR-150-5p	WARS2-AS1
hsa-miR-150-5p	WARS2-AS1
hsa-miR-150-5p	MIR29B2CHG
hsa-miR-150-5p	MIR29B2CHG
hsa-miR-150-5p	MIR29B2CHG
hsa-miR-150-5p	SILC1
hsa-miR-150-5p	SILC1
hsa-miR-150-5p	MIR4435-2HG
hsa-miR-150-5p	MIR4435-2HG
hsa-miR-150-5p	MIR4435-2HG
hsa-miR-150-5p	AC139887.2
hsa-miR-150-5p	PART1
hsa-miR-150-5p	PART1
hsa-miR-150-5p	AC021078.1
hsa-miR-150-5p	AC021078.1
hsa-miR-150-5p	AC021078.1
hsa-miR-150-5p	AC021078.1
hsa-miR-150-5p	AC021078.1
hsa-miR-150-5p	LINC00847
hsa-miR-150-5p	AL139274.2
hsa-miR-150-5p	AL080317.2
hsa-miR-150-5p	AL080317.2
hsa-miR-150-5p	STXBP5-AS1
hsa-miR-150-5p	OTUD6B-AS1
hsa-miR-150-5p	LINC01151
hsa-miR-150-5p	LINC00963
hsa-miR-150-5p	LINC00963
hsa-miR-150-5p	LINC00963
hsa-miR-150-5p	LINC00963
hsa-miR-150-5p	LINC00963
hsa-miR-150-5p	LINC00963
hsa-miR-150-5p	ARRDC1-AS1
hsa-miR-150-5p	MANCR
hsa-miR-150-5p	NUTM2B-AS1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	KCNQ1OT1
hsa-miR-150-5p	NEAT1
hsa-miR-150-5p	NEAT1
hsa-miR-150-5p	NEAT1
hsa-miR-150-5p	NEAT1
hsa-miR-150-5p	NEAT1
hsa-miR-150-5p	MALAT1
hsa-miR-150-5p	MALAT1
hsa-miR-150-5p	AC010186.3
hsa-miR-150-5p	ZFHX2-AS1
hsa-miR-150-5p	ZFHX2-AS1
hsa-miR-150-5p	ZFHX2-AS1
hsa-miR-150-5p	ZFHX2-AS1
hsa-miR-150-5p	AL359397.2
hsa-miR-150-5p	PSMA3-AS1
hsa-miR-150-5p	PSMA3-AS1
hsa-miR-150-5p	PSMA3-AS1
hsa-miR-150-5p	PSMA3-AS1
hsa-miR-150-5p	PSMA3-AS1
hsa-miR-150-5p	PSMA3-AS1
hsa-miR-150-5p	PSMA3-AS1
hsa-miR-150-5p	PSMA3-AS1
hsa-miR-150-5p	PSMA3-AS1
hsa-miR-150-5p	AL583810.1
hsa-miR-150-5p	AL583810.1
hsa-miR-150-5p	SNHG14
hsa-miR-150-5p	SNHG14
hsa-miR-150-5p	SNHG14
hsa-miR-150-5p	SNHG14
hsa-miR-150-5p	SNHG14
hsa-miR-150-5p	SNHG14
hsa-miR-150-5p	SNHG14
hsa-miR-150-5p	SNHG14
hsa-miR-150-5p	SNHG14
hsa-miR-150-5p	SNHG14
hsa-miR-150-5p	OIP5-AS1
hsa-miR-150-5p	OIP5-AS1
hsa-miR-150-5p	OIP5-AS1
hsa-miR-150-5p	OIP5-AS1
hsa-miR-150-5p	OIP5-AS1
hsa-miR-150-5p	OIP5-AS1
hsa-miR-150-5p	AC010931.1
hsa-miR-150-5p	AC010931.1
hsa-miR-150-5p	LINC00511
hsa-miR-150-5p	LINC00511
hsa-miR-150-5p	LINC00511
hsa-miR-150-5p	AC005837.1
hsa-miR-150-5p	AC005837.1
hsa-miR-150-5p	SNHG20
hsa-miR-150-5p	SNHG20
hsa-miR-150-5p	AC145207.5
hsa-miR-150-5p	AC009005.1
hsa-miR-150-5p	AC007191.1
hsa-miR-150-5p	AC007191.1
hsa-miR-150-5p	AC005261.1
hsa-miR-150-5p	AC005261.1
hsa-miR-150-5p	NORAD
hsa-miR-150-5p	NORAD
hsa-miR-150-5p	AL109614.1
hsa-miR-150-5p	DSCAM-AS1
hsa-miR-150-5p	LINC01521
hsa-miR-150-5p	LINC01521
hsa-miR-150-5p	XIST
hsa-miR-151a-3p	AL160006.1
hsa-miR-151a-3p	AC005034.3
hsa-miR-151a-3p	AC005538.2
hsa-miR-151a-3p	AC007620.2
hsa-miR-151a-3p	EBLN3P
hsa-miR-151a-3p	SCARNA9
hsa-miR-151a-3p	MIR100HG
hsa-miR-151a-3p	N4BP2L2-IT2
hsa-miR-151a-3p	SNHG14
hsa-miR-151a-3p	PWAR5
hsa-miR-151a-3p	SNHG14
hsa-miR-151a-3p	SNHG14
hsa-miR-151a-3p	SNHG14
hsa-miR-151a-3p	MMP25-AS1
hsa-miR-151a-3p	MMP25-AS1
hsa-miR-151a-3p	AC099850.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	AC006504.1
hsa-miR-151a-3p	MIAT
hsa-miR-151a-5p	MRPL20-AS1
hsa-miR-151a-5p	ASH1L-AS1
hsa-miR-151a-5p	ASH1L-AS1
hsa-miR-151a-5p	AC119427.2
hsa-miR-151a-5p	THUMPD3-AS1
hsa-miR-151a-5p	FGD5-AS1
hsa-miR-151a-5p	AC139887.2
hsa-miR-151a-5p	AC005609.1
hsa-miR-151a-5p	AL049543.1
hsa-miR-151a-5p	Z99289.2
hsa-miR-151a-5p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-151a-5p	LINC-PINT
hsa-miR-151a-5p	AC016831.6
hsa-miR-151a-5p	ZNF503-AS2
hsa-miR-151a-5p	ZNF503-AS2
hsa-miR-151a-5p	KCNQ1OT1
hsa-miR-151a-5p	KCNQ1OT1
hsa-miR-151a-5p	KCNQ1OT1
hsa-miR-151a-5p	KCNQ1OT1
hsa-miR-151a-5p	KCNQ1OT1
hsa-miR-151a-5p	KCNQ1OT1
hsa-miR-151a-5p	AC026362.1
hsa-miR-151a-5p	AC026362.1
hsa-miR-151a-5p	PCOTH
hsa-miR-151a-5p	PCOTH
hsa-miR-151a-5p	LINC01588
hsa-miR-151a-5p	AC090510.3
hsa-miR-151a-5p	LINC00324
hsa-miR-151a-5p	LINC00482
hsa-miR-151a-5p	AC110285.2
hsa-miR-151a-5p	AP000894.2
hsa-miR-151a-5p	Z95331.1
hsa-miR-151a-5p	Z95331.1
hsa-miR-151a-5p	Z95331.1
hsa-miR-151a-5p	Z95331.1
hsa-miR-151a-5p	Z95331.1
hsa-miR-151a-5p	XIST
hsa-miR-151b	MRPL20-AS1
hsa-miR-151b	ASH1L-AS1
hsa-miR-151b	ASH1L-AS1
hsa-miR-151b	AC119427.2
hsa-miR-151b	THUMPD3-AS1
hsa-miR-151b	FGD5-AS1
hsa-miR-151b	AC139887.2
hsa-miR-151b	AC005609.1
hsa-miR-151b	STAG3L5P-PVRIG2P-PILRB
hsa-miR-151b	LINC-PINT
hsa-miR-151b	AC016831.6
hsa-miR-151b	ZNF503-AS2
hsa-miR-151b	ZNF503-AS2
hsa-miR-151b	KCNQ1OT1
hsa-miR-151b	KCNQ1OT1
hsa-miR-151b	KCNQ1OT1
hsa-miR-151b	KCNQ1OT1
hsa-miR-151b	KCNQ1OT1
hsa-miR-151b	KCNQ1OT1
hsa-miR-151b	AC026362.1
hsa-miR-151b	AC026362.1
hsa-miR-151b	PCOTH
hsa-miR-151b	PCOTH
hsa-miR-151b	AC090510.3
hsa-miR-151b	LINC00324
hsa-miR-151b	LINC00482
hsa-miR-151b	AC110285.2
hsa-miR-151b	AP000894.2
hsa-miR-151b	Z95331.1
hsa-miR-151b	Z95331.1
hsa-miR-151b	Z95331.1
hsa-miR-151b	Z95331.1
hsa-miR-151b	Z95331.1
hsa-miR-151b	XIST
hsa-miR-152-3p	AL645608.2
hsa-miR-152-3p	AL603839.3
hsa-miR-152-3p	DHCR24-DT
hsa-miR-152-3p	AL162431.1
hsa-miR-152-3p	AL162431.1
hsa-miR-152-3p	ELF3-AS1
hsa-miR-152-3p	AC012063.1
hsa-miR-152-3p	AC079228.1
hsa-miR-152-3p	AC079228.1
hsa-miR-152-3p	SLC9A3-AS1
hsa-miR-152-3p	CASC15
hsa-miR-152-3p	CASC15
hsa-miR-152-3p	HOXA11-AS
hsa-miR-152-3p	AC100810.1
hsa-miR-152-3p	CASC19
hsa-miR-152-3p	NUTM2A-AS1
hsa-miR-152-3p	H19
hsa-miR-152-3p	KCNQ1OT1
hsa-miR-152-3p	KCNQ1OT1
hsa-miR-152-3p	KCNQ1OT1
